age,income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,months_employed,savings_balance,existing_loans,monthly_debt_payment,employment_status,risk_flag,credit_score
40,36550.0,0.5643,0.2321,0,10,19474.91,67,39083.05,1,164.22,Self-employed,1,678.52
39,66526.79,0.5339,0.1526,2,4,28397.18,27,2292.73,2,551.29,Part-time,1,624.18
46,161383.69,0.5981,0.2546,1,5,38952.48,117,52453.27,3,286.26,Part-time,1,679.42
55,85877.01,0.2008,0.2269,1,4,13165.04,155,11530.91,4,439.37,Full-time,1,837.2
48,30438.52,0.4978,0.1769,1,13,19347.57,127,18544.88,2,417.39,Unemployed,1,737.27
33,20000.0,0.5697,0.3381,0,8,21527.75,59,69316.7,1,289.76,Unemployed,1,643.73
36,92030.39,0.3394,0.1323,2,2,27568.13,111,30297.07,3,708.34,Full-time,1,757.6
56,63367.34,0.4692,0.2246,0,1,16481.47,76,11479.28,4,647.15,Full-time,1,716.42
30,110588.31,0.2585,0.3323,0,13,37450.63,175,8483.25,2,214.53,Full-time,1,835.21
44,44519.25,0.4937,0.6538,1,12,39044.11,91,9115.96,1,1101.26,Part-time,1,589.27
46,77466.09,0.6265,0.2272,1,6,14788.4,85,8258.24,3,338.27,Self-employed,1,651.08
56,96836.38,0.309,0.1096,1,6,30679.71,172,39060.22,1,471.28,Full-time,1,848.23
54,54102.81,0.2246,0.4073,1,14,23681.47,36,21137.78,0,147.49,Self-employed,1,685.8
42,54625.8,0.2166,0.2124,2,2,116222.18,48,15963.22,0,395.76,Full-time,1,721.92
35,66927.7,0.4273,0.4145,3,17,33770.25,38,11088.2,1,617.26,Self-employed,1,574.85
38,84474.45,0.2616,0.5129,1,15,23632.36,124,24808.15,2,203.22,Part-time,1,721.63
40,65745.71,0.3935,0.1449,2,3,12106.52,124,2692.1,3,395.37,Part-time,1,749.06
31,102569.75,0.2371,0.2444,0,9,8741.76,127,65070.01,0,449.63,Full-time,1,823.6
50,53751.62,0.5021,0.5205,1,10,26093.02,167,10638.62,0,476.97,Part-time,1,683.41
30,36396.29,0.3576,0.2227,0,16,5454.54,7,5946.87,1,71.66,Full-time,1,692.88
51,161077.18,0.3888,0.3308,0,11,56204.42,46,35402.76,1,243.94,Part-time,1,688.99
56,50408.49,0.1428,0.3174,1,1,4266.02,72,34707.87,0,450.63,Unemployed,1,762.81
66,51236.17,0.315,0.0516,3,5,8774.31,40,12543.33,5,537.63,Full-time,1,700.93
26,64240.46,0.4559,0.3623,1,10,36315.94,10,41289.94,4,347.32,Self-employed,1,605.99
56,68202.16,0.2967,0.3176,0,7,17592.21,45,31335.0,1,808.46,Part-time,1,719.09
25,55603.0,0.3215,0.3808,2,8,20498.78,28,18450.8,1,463.89,Unemployed,1,631.68
36,65654.06,0.1949,0.2434,2,17,11145.17,169,3313.67,1,383.38,Full-time,1,821.51
29,64997.69,0.4362,0.2934,3,16,16492.82,16,14875.13,2,348.77,Self-employed,1,584.12
28,71586.99,0.3206,0.5743,0,5,29113.25,40,13460.35,1,407.29,Full-time,1,643.58
29,22905.46,0.1768,0.0801,1,4,10071.03,47,10813.42,2,175.72,Part-time,1,791.1
23,154259.93,0.3463,0.4911,1,17,15011.3,129,9749.41,6,392.14,Part-time,1,705.84
59,61927.54,0.438,0.1968,2,10,18100.7,125,25307.04,3,282.19,Full-time,1,723.57
23,85929.3,0.3332,0.2137,2,11,14919.79,156,4636.98,1,417.38,Full-time,1,776.62
39,35591.22,0.3209,0.2833,0,3,30503.4,29,36860.74,2,288.83,Unemployed,1,707.07
53,53532.8,0.4006,0.4574,0,11,24874.72,153,12799.73,2,342.25,Self-employed,1,742.97
67,48896.34,0.2818,0.248,0,15,16760.23,72,6530.31,4,382.43,Self-employed,1,763.46
61,128203.7,0.3875,0.1115,0,3,5463.24,148,10439.64,2,234.28,Self-employed,1,829.21
27,50837.21,0.5474,0.5241,1,6,41244.87,104,15822.56,4,426.52,Full-time,1,616.42
67,93072.68,0.4319,0.386,1,7,9446.29,88,45521.71,1,499.04,Full-time,1,672.26
51,49380.5,0.2885,0.3449,1,8,62519.74,39,24432.31,2,531.81,Full-time,1,684.72
29,53977.44,0.3487,0.1893,1,4,9982.73,9,36462.03,3,764.03,Part-time,1,680.56
42,59248.9,0.3202,0.1204,1,12,21544.99,48,12661.26,2,321.13,Full-time,1,738.84
64,117916.3,0.3868,0.4465,2,4,28145.67,42,11154.77,1,531.68,Full-time,1,607.34
39,28270.28,0.1898,0.139,1,5,15715.02,101,64754.94,1,631.08,Full-time,1,817.48
29,36605.41,0.2429,0.3682,1,10,22434.75,129,11883.55,1,211.5,Full-time,1,767.58
62,27548.76,0.3152,0.2934,0,3,14797.75,126,8386.92,2,442.47,Full-time,1,787.09
65,40563.5,0.5927,0.2868,1,15,67672.15,149,7689.74,4,695.89,Part-time,1,699.66
66,45925.69,0.2909,0.2103,0,8,20775.77,87,17165.14,1,422.57,Part-time,1,782.66
65,31999.75,0.5925,0.3503,0,17,16622.6,45,5316.29,1,727.34,Self-employed,1,622.17
62,47554.59,0.3749,0.2251,5,7,21395.93,67,15609.59,4,491.9,Self-employed,1,612.09
42,26725.63,0.2008,0.2697,1,1,39837.31,63,15357.0,3,740.07,Self-employed,1,749.84
30,41852.43,0.3767,0.2912,0,7,23701.56,153,22081.27,1,714.04,Full-time,1,791.69
50,113571.65,0.429,0.4545,0,11,20504.31,118,3019.07,0,691.59,Part-time,1,706.01
31,79349.28,0.4003,0.3819,2,1,6606.09,150,2443.8,4,445.51,Unemployed,1,709.44
43,71995.61,0.2996,0.1097,4,9,40487.26,54,9208.44,1,531.98,Unemployed,1,677.7
51,42139.87,0.2901,0.4964,1,14,23044.78,51,11866.5,1,443.99,Full-time,1,656.37
65,33148.8,0.3504,0.3876,1,16,13203.47,151,5168.98,1,194.18,Full-time,1,748.81
34,39631.51,0.1427,0.5845,2,13,22667.81,129,4174.95,1,201.61,Full-time,1,718.56
32,64896.93,0.2272,0.174,1,5,47744.66,10,19293.68,0,592.39,Full-time,1,721.67
55,97799.97,0.546,0.1187,2,12,29748.67,113,10248.55,3,1223.72,Part-time,1,700.69
21,99316.33,0.3307,0.2139,0,14,71538.16,7,26564.92,0,261.54,Full-time,1,703.15
47,87884.22,0.4153,0.3413,1,7,33257.89,15,4148.33,3,405.95,Self-employed,1,627.58
56,47481.69,0.3477,0.1193,3,12,4672.41,18,12185.9,1,424.72,Part-time,1,655.86
46,66906.23,0.1475,0.1858,6,9,43593.22,14,55359.53,3,298.37,Full-time,1,620.97
39,57262.19,0.2818,0.3453,1,7,5322.78,85,10375.97,1,465.64,Full-time,1,724.97
59,60443.52,0.5192,0.0687,0,12,46428.01,3,8136.27,0,510.9,Full-time,1,679.56
38,165496.87,0.155,0.2453,2,17,33509.21,100,29006.35,1,616.29,Full-time,1,775.51
54,29944.47,0.7186,0.3517,1,17,58452.75,28,37639.25,4,452.36,Full-time,1,544.83
42,59539.51,0.4655,0.2868,2,1,24588.18,47,7786.0,3,159.22,Full-time,1,627.82
22,114152.1,0.4029,0.191,0,5,22034.18,23,8287.47,2,888.11,Full-time,1,700.55
45,34212.58,0.4357,0.3613,2,15,42918.45,47,27876.4,2,423.3,Self-employed,1,618.13
23,49529.0,0.3457,0.086,2,13,7912.81,21,17240.65,0,319.01,Full-time,1,692.29
64,52152.78,0.5652,0.5816,2,13,18549.86,97,17574.17,4,300.76,Full-time,1,565.87
49,59845.39,0.469,0.1866,2,11,15351.89,74,16336.77,4,181.67,Unemployed,1,674.32
38,32267.61,0.1469,0.105,1,8,13351.22,163,12797.0,2,365.95,Full-time,0,850.0
43,86498.19,0.3128,0.3541,0,11,12094.57,130,31326.01,3,317.16,Full-time,1,775.97
50,89306.48,0.3365,0.5117,0,15,20143.5,74,43489.29,0,679.28,Full-time,1,682.79
33,83180.56,0.3116,0.4205,1,2,29816.36,84,5567.43,2,222.08,Part-time,1,696.4
34,44726.97,0.5276,0.2235,4,1,51078.22,6,28397.43,2,257.92,Self-employed,1,540.84
40,68797.99,0.2366,0.5635,3,13,14774.28,100,12870.27,2,503.85,Full-time,1,646.48
33,44145.75,0.2349,0.2574,5,2,13942.99,101,4478.06,3,340.58,Full-time,1,674.35
56,56972.93,0.5607,0.5554,0,7,2503.16,62,6089.6,0,897.25,Unemployed,1,594.61
25,174391.94,0.249,0.2082,2,3,50269.7,56,9432.8,3,267.78,Part-time,1,719.92
59,69082.93,0.3396,0.5986,1,6,6970.08,119,32840.78,2,555.03,Self-employed,1,672.64
37,38778.18,0.1997,0.3647,2,4,25242.83,115,5546.54,0,588.89,Full-time,1,744.75
47,71764.91,0.4327,0.6616,1,8,22132.44,61,2891.18,3,158.0,Full-time,1,580.62
28,36015.04,0.4131,0.2723,4,1,36071.13,138,10667.05,2,377.57,Full-time,1,672.99
39,38578.3,0.2516,0.3091,2,15,9742.89,57,8903.49,2,170.55,Full-time,1,694.74
56,41418.98,0.2908,0.2214,0,12,26954.36,78,33191.16,2,299.3,Full-time,1,772.41
33,54179.65,0.2897,0.251,1,12,56384.08,170,16620.3,2,91.75,Full-time,1,817.01
27,100874.86,0.2932,0.0799,2,14,21221.26,125,24479.58,1,258.78,Full-time,1,796.23
45,85843.33,0.4514,0.138,0,1,9766.17,80,9562.57,2,451.9,Part-time,1,746.75
28,83729.61,0.211,0.2034,0,10,6457.33,105,4745.52,2,239.21,Self-employed,1,823.35
35,40355.54,0.3847,0.2242,0,4,51136.75,82,40755.31,1,441.48,Unemployed,1,746.87
42,51865.47,0.1205,0.3383,1,15,13260.81,33,8092.11,1,1064.97,Full-time,1,731.78
47,74787.09,0.4519,0.2722,1,12,15239.3,15,23162.57,2,557.87,Full-time,1,633.88
51,49874.05,0.3527,0.09,1,2,105868.61,149,9770.97,3,682.11,Full-time,1,820.86
52,58380.38,0.1683,0.1851,0,15,34408.4,166,23364.1,0,135.45,Full-time,0,850.0
60,80709.49,0.3189,0.1236,1,11,40213.58,160,17270.05,1,136.19,Full-time,1,831.76
24,56559.72,0.2917,0.2654,1,10,56904.08,68,14897.12,1,261.7,Full-time,1,727.81
38,73256.83,0.3699,0.1298,0,3,6051.25,76,18982.73,2,148.8,Full-time,1,769.91
21,135500.12,0.1164,0.1124,1,11,52802.12,123,10884.44,1,76.48,Full-time,0,850.0
21,61246.6,0.5301,0.1528,3,7,58082.68,66,3136.53,1,278.91,Full-time,1,632.77
30,112499.27,0.2679,0.3861,1,5,13196.33,121,17078.31,2,444.34,Full-time,1,748.94
49,85111.42,0.1683,0.4557,0,4,30528.1,89,35370.63,3,239.0,Unemployed,1,759.75
63,34191.8,0.2879,0.2887,0,3,35499.52,159,12865.54,2,311.75,Self-employed,1,823.96
57,40297.24,0.2908,0.5477,1,15,10987.55,155,10234.01,0,339.28,Part-time,1,730.0
51,45473.36,0.2459,0.1454,2,8,34206.27,158,16679.7,2,252.93,Full-time,1,821.55
57,45040.81,0.2342,0.5584,0,5,11560.34,145,30710.24,3,183.96,Full-time,1,760.97
29,63536.49,0.1501,0.1641,2,10,110684.02,30,10520.74,3,440.55,Full-time,1,738.94
60,87254.97,0.397,0.1771,2,6,20194.48,140,3750.38,1,294.35,Part-time,1,753.29
62,116403.9,0.1616,0.2767,3,10,26821.55,22,15279.3,0,204.27,Full-time,1,675.68
25,76014.45,0.2984,0.2862,0,1,5771.55,130,18213.09,0,894.66,Self-employed,1,797.26
43,54146.26,0.5028,0.1324,1,4,23794.27,160,15490.72,1,379.13,Full-time,1,774.39
60,25925.74,0.2556,0.2254,0,12,42361.35,153,8774.32,2,140.36,Full-time,1,844.47
43,68306.85,0.3965,0.3457,1,2,9641.03,51,17752.55,4,291.68,Self-employed,1,662.12
60,66942.99,0.2732,0.5656,0,17,12511.8,129,10979.64,3,559.44,Part-time,1,734.14
64,71848.71,0.4252,0.4432,0,6,10964.19,151,9213.58,3,295.6,Self-employed,1,737.47
43,170724.79,0.4149,0.2329,2,10,8038.91,10,10478.78,2,286.75,Self-employed,1,625.64
23,115643.61,0.4402,0.2867,3,14,7282.67,75,15476.53,0,364.13,Part-time,1,633.77
36,94209.6,0.5219,0.4657,3,9,37066.76,32,16961.26,1,185.13,Full-time,1,528.67
31,42918.8,0.2212,0.3458,1,5,7435.49,64,8633.2,3,96.47,Unemployed,1,725.52
43,52530.66,0.325,0.2108,1,15,5174.23,161,15822.53,2,688.14,Self-employed,1,808.97
48,63406.39,0.4295,0.2721,2,12,12425.38,34,18482.24,2,438.21,Part-time,1,631.46
42,46679.8,0.1669,0.5296,2,13,18678.41,122,21456.89,0,385.17,Part-time,1,719.2
30,82884.97,0.2994,0.1835,2,5,27071.42,175,20122.42,2,348.04,Full-time,1,810.14
35,77699.88,0.258,0.4998,1,2,9689.77,150,40428.17,4,367.99,Full-time,1,747.65
52,40548.8,0.6502,0.3717,1,4,11946.94,14,23938.84,3,977.81,Self-employed,1,548.68
22,113387.62,0.6986,0.1521,1,13,26334.76,169,73390.28,1,231.47,Full-time,1,718.23
31,69288.88,0.2077,0.2397,0,4,33967.41,95,32106.06,0,669.03,Part-time,1,806.93
62,30391.49,0.4613,0.4466,2,14,43064.06,179,31249.5,3,683.05,Part-time,1,699.13
25,64659.85,0.2847,0.4104,1,8,25227.07,130,4710.93,3,474.16,Part-time,1,745.32
40,75097.53,0.5674,0.3177,0,6,5650.98,136,25409.13,2,672.79,Full-time,1,713.69
30,102514.2,0.3943,0.25,0,5,9772.94,76,27540.2,4,413.87,Self-employed,1,732.54
25,56847.96,0.3742,0.3682,3,2,43380.85,30,12866.99,2,279.08,Full-time,1,595.69
40,96045.01,0.3194,0.0966,1,7,62289.67,55,2343.56,3,455.28,Full-time,1,750.86
45,71985.06,0.2544,0.4866,2,16,16960.07,91,1844.86,0,1343.97,Self-employed,1,677.86
29,36615.45,0.3641,0.5161,2,10,15947.01,30,10534.21,1,437.56,Full-time,1,586.74
24,35002.51,0.5145,0.2596,1,14,8949.29,6,8456.86,4,474.45,Part-time,1,610.75
27,109661.32,0.3214,0.3613,0,15,48738.46,37,3760.49,3,115.4,Full-time,1,694.09
51,113345.15,0.4495,0.1607,1,12,8596.96,140,18565.56,0,172.52,Part-time,1,766.64
61,76520.13,0.5596,0.4243,2,14,71196.92,170,5097.67,1,275.82,Full-time,1,667.71
29,129711.5,0.5987,0.1601,1,8,17031.88,148,3242.42,5,364.01,Part-time,1,728.7
36,106454.66,0.3622,0.3362,2,8,9877.91,76,77175.34,2,534.29,Full-time,1,670.62
37,90006.12,0.2133,0.1766,1,8,5176.18,92,20516.11,2,876.62,Unemployed,1,793.53
37,43910.55,0.6242,0.4235,2,6,14923.32,8,9302.2,1,183.77,Full-time,1,513.53
32,144226.89,0.3882,0.4714,1,1,16508.43,95,4021.16,2,357.42,Full-time,1,669.86
23,84232.46,0.2951,0.2126,2,12,14426.87,72,6293.04,4,571.63,Full-time,1,718.32
45,55624.14,0.2574,0.4017,2,12,18097.52,69,7870.31,2,229.54,Full-time,1,679.86
37,48985.45,0.1431,0.2051,2,8,47568.55,111,8416.17,3,926.18,Self-employed,1,798.3
37,74276.71,0.4412,0.1617,5,12,27810.8,77,10155.2,1,387.84,Full-time,1,616.38
33,31195.32,0.2655,0.4042,1,13,20668.26,112,4895.86,2,285.25,Full-time,1,737.63
64,90658.32,0.2996,0.3509,1,16,40101.91,151,6358.45,4,329.91,Full-time,1,773.23
49,43083.4,0.3288,0.2305,1,15,9495.79,19,3120.01,0,117.27,Full-time,1,684.57
40,78180.35,0.5988,0.2132,0,6,29713.41,162,2482.62,1,780.03,Full-time,1,752.06
30,52327.16,0.4593,0.1676,0,5,29320.61,49,3621.98,3,415.06,Full-time,1,711.14
58,58747.95,0.4408,0.4048,1,9,51523.24,131,7956.03,3,838.48,Self-employed,1,700.73
62,47069.97,0.4826,0.4266,0,7,6908.89,133,10282.8,3,372.54,Unemployed,1,709.4
22,61540.25,0.3521,0.3104,1,12,9834.74,178,19841.27,1,1058.13,Full-time,1,790.1
64,154851.33,0.2318,0.2195,0,1,10228.07,177,19014.35,3,165.05,Full-time,1,850.0
53,123411.16,0.251,0.2221,1,5,25203.35,39,22702.03,0,604.66,Full-time,1,726.68
25,77614.96,0.5095,0.2095,2,8,21095.01,93,10309.07,0,285.86,Part-time,1,672.28
56,65422.24,0.3771,0.2603,0,2,26834.13,163,23320.01,0,848.57,Full-time,1,807.63
26,96750.48,0.2806,0.3757,0,8,4126.53,18,2160.7,1,297.87,Full-time,1,686.9
23,110027.62,0.6144,0.2373,1,3,50540.82,118,22319.04,4,119.11,Full-time,1,679.69
26,45550.72,0.4759,0.2674,1,16,21258.37,157,12915.29,1,178.91,Self-employed,1,746.21
42,63904.98,0.4248,0.2009,2,2,26550.26,84,30255.77,3,200.95,Full-time,1,692.33
50,29147.34,0.3969,0.0872,0,7,23370.36,80,1369.25,2,210.33,Full-time,1,775.8
40,109688.08,0.3018,0.2162,2,5,11620.49,74,29006.51,1,169.3,Self-employed,1,717.08
26,167587.51,0.3972,0.5291,1,8,25916.01,132,3353.27,2,649.58,Full-time,1,683.56
30,68599.27,0.3249,0.1533,0,13,19022.13,32,34589.42,3,405.0,Self-employed,1,740.87
61,25431.54,0.3095,0.3109,2,6,18846.13,46,6524.94,5,240.67,Self-employed,1,667.76
66,87029.35,0.1528,0.1894,3,13,25469.43,18,19017.67,1,350.46,Full-time,1,696.81
56,44053.49,0.5419,0.2915,1,2,16784.92,157,12416.02,1,791.79,Full-time,1,720.39
25,49094.03,0.4461,0.1236,1,17,6957.1,141,31653.98,3,461.08,Part-time,1,777.77
59,87724.75,0.3863,0.2949,0,11,15882.11,50,15191.9,3,279.56,Self-employed,1,702.05
53,74202.22,0.4398,0.4835,2,16,56247.41,110,50755.82,0,233.85,Full-time,1,638.85
45,53122.25,0.6201,0.1782,2,4,12241.71,125,7244.23,4,827.51,Part-time,1,673.59
27,49398.61,0.3264,0.2716,2,12,19261.41,39,5543.16,0,243.27,Full-time,1,666.68
67,70026.3,0.2052,0.3116,1,9,32339.52,73,7665.39,2,84.61,Full-time,1,746.37
41,55035.87,0.4912,0.1649,1,5,79500.66,65,22887.14,4,601.08,Full-time,1,690.58
23,40168.7,0.3557,0.1538,2,14,15077.81,67,23707.75,4,150.89,Full-time,1,710.67
30,56973.79,0.3447,0.1649,1,9,7638.59,120,4473.66,3,607.54,Part-time,1,780.36
39,77096.77,0.1574,0.2799,3,13,28875.9,36,6497.41,3,220.07,Full-time,1,687.8
23,61074.73,0.4592,0.1217,0,1,10212.95,46,17071.2,2,193.69,Unemployed,1,720.15
36,35028.63,0.3006,0.543,0,2,22175.03,151,38506.34,2,96.92,Full-time,1,749.9
43,103267.61,0.5175,0.37,0,14,27562.7,36,7354.24,1,427.69,Self-employed,1,632.25
65,20000.0,0.331,0.4846,1,8,12893.02,81,3973.67,1,555.11,Unemployed,1,672.05
25,54129.56,0.3782,0.4215,0,4,14906.53,135,31341.22,1,382.37,Full-time,1,743.66
48,50056.65,0.2133,0.1774,1,14,31998.79,76,3023.03,4,304.98,Self-employed,1,779.99
64,70733.92,0.2536,0.3621,2,3,38747.89,84,21140.66,0,237.18,Part-time,1,703.4
58,85199.24,0.5096,0.2904,1,1,18600.62,22,2114.79,3,276.25,Full-time,1,617.85
64,109869.02,0.349,0.3302,2,10,20292.83,79,12060.32,1,369.71,Full-time,1,678.58
29,48022.16,0.4435,0.3104,0,3,8211.12,28,9894.74,1,314.41,Full-time,1,662.68
58,86160.06,0.1575,0.3888,0,13,19587.63,30,6869.93,2,283.95,Full-time,1,730.55
66,72266.67,0.3375,0.5677,1,8,13709.52,68,45414.61,3,275.32,Self-employed,1,638.49
36,30632.21,0.3239,0.505,1,16,19054.48,115,12446.15,0,691.58,Full-time,1,697.41
44,155631.0,0.2311,0.13,1,9,48666.7,10,11579.65,3,140.06,Full-time,1,731.5
45,34632.62,0.2775,0.2715,2,4,8198.35,23,10739.74,6,1565.16,Self-employed,1,668.04
44,79919.39,0.2246,0.4123,1,9,41058.16,109,6954.89,2,1024.05,Part-time,1,745.38
34,78864.15,0.3369,0.2816,2,12,20667.65,111,63164.95,2,187.24,Part-time,1,721.03
66,74909.54,0.3311,0.186,0,16,17696.82,36,9697.85,3,764.9,Full-time,1,734.17
65,52967.85,0.3211,0.4165,0,3,9817.15,13,64637.82,2,319.74,Full-time,1,660.38
38,96015.38,0.3772,0.4353,0,13,21931.29,131,6622.76,1,110.85,Full-time,1,737.18
58,32788.55,0.2495,0.4799,2,11,82456.75,173,13568.16,3,473.53,Self-employed,1,749.34
39,64239.72,0.4217,0.2576,4,17,3031.16,117,8897.57,1,276.37,Full-time,1,656.59
58,51341.59,0.2987,0.4687,0,10,4587.7,45,6748.2,0,729.21,Self-employed,1,680.72
48,48786.84,0.2612,0.2632,0,17,15934.63,86,11377.06,0,1087.99,Full-time,1,777.51
43,80252.77,0.3794,0.2024,1,10,22672.46,157,54996.47,2,157.46,Full-time,1,791.41
27,107459.07,0.3732,0.6667,0,1,34810.33,38,39913.59,2,224.46,Unemployed,1,603.03
51,56700.31,0.5,0.3136,2,2,24747.42,15,13640.95,1,333.35,Self-employed,1,584.1
36,94024.11,0.3412,0.0809,1,2,5737.69,140,4180.98,2,439.76,Full-time,1,819.08
31,67668.99,0.3025,0.1912,0,10,27757.96,118,17565.18,3,199.32,Full-time,1,809.78
30,44279.21,0.1851,0.2586,1,14,15981.97,178,8521.66,3,513.07,Full-time,1,850.0
67,58919.16,0.2977,0.3277,1,10,33513.99,90,5882.12,1,147.37,Full-time,1,728.77
25,57828.17,0.5467,0.2229,0,16,10916.62,128,22991.24,3,163.8,Part-time,1,736.93
58,48363.61,0.3668,0.4068,0,9,6171.61,83,4498.08,3,633.05,Part-time,1,707.43
61,80243.2,0.3783,0.4558,0,12,13151.24,131,14592.84,2,335.38,Unemployed,1,731.73
22,73540.44,0.4172,0.5042,1,4,25431.02,122,19527.15,3,319.95,Part-time,1,675.46
48,32344.77,0.338,0.4001,2,1,23577.97,37,23390.85,3,576.68,Part-time,1,629.41
48,31470.73,0.3683,0.2197,0,13,18248.27,151,4490.72,1,51.02,Unemployed,1,810.42
37,80106.16,0.1668,0.2857,0,2,11753.5,74,55332.47,3,302.21,Full-time,1,790.2
52,45849.57,0.256,0.2644,0,17,16442.52,86,16758.3,1,384.44,Unemployed,1,778.77
40,75804.92,0.3395,0.4948,1,17,50880.23,17,13057.94,0,150.39,Full-time,1,613.62
41,94034.71,0.5852,0.3259,1,4,107635.0,51,4230.4,0,342.1,Self-employed,1,610.46
41,37349.37,0.3079,0.1717,0,2,24292.09,17,6478.25,0,682.78,Self-employed,1,728.87
58,35059.72,0.2736,0.2363,1,16,36961.0,169,9623.8,2,509.6,Self-employed,1,824.68
50,140574.69,0.3313,0.3397,3,16,10838.26,82,12723.28,0,61.02,Full-time,1,659.02
38,77513.46,0.3972,0.2094,3,10,46503.91,27,17449.52,2,338.5,Full-time,1,625.99
64,54794.31,0.4361,0.1774,2,7,14122.99,47,9646.51,2,693.35,Full-time,1,663.99
58,43465.67,0.3108,0.2208,1,8,7429.8,119,44594.22,3,546.18,Self-employed,1,775.73
64,52591.07,0.3243,0.2192,1,16,40400.49,117,9438.11,2,302.93,Full-time,1,770.41
55,38725.07,0.181,0.2366,1,10,19201.62,110,15350.08,1,607.77,Self-employed,1,803.22
39,98472.78,0.3525,0.4025,2,4,47841.26,167,34227.02,3,657.0,Full-time,1,732.79
57,46651.58,0.3672,0.1673,1,12,32159.29,174,8164.48,4,245.47,Part-time,1,818.02
36,108238.3,0.2675,0.3643,1,17,7291.35,78,4074.24,0,583.72,Full-time,1,718.68
33,55255.16,0.3141,0.2668,2,1,20521.41,127,9154.32,0,244.35,Part-time,1,744.9
42,41377.5,0.5764,0.3609,1,9,9626.17,25,28282.99,0,221.04,Self-employed,1,582.69
66,54620.49,0.2335,0.5356,2,10,43680.29,17,13802.38,0,426.1,Part-time,1,610.22
47,20315.21,0.4411,0.3765,0,14,19155.45,39,23137.47,2,173.2,Part-time,1,656.04
39,62671.0,0.3766,0.2046,1,10,11375.49,72,4267.38,2,310.08,Part-time,1,720.87
42,61294.56,0.5766,0.354,1,4,4354.09,83,3303.63,4,223.91,Full-time,1,632.69
34,95907.0,0.386,0.2862,0,11,40795.9,174,21332.43,2,312.91,Full-time,1,807.65
51,28315.45,0.183,0.3531,1,3,14187.9,84,17544.86,2,899.68,Self-employed,1,751.82
37,111618.25,0.5361,0.1498,0,10,15013.95,86,5986.93,0,1154.47,Part-time,1,723.39
47,95728.34,0.4097,0.1891,2,4,25302.74,99,4921.0,1,174.78,Self-employed,1,712.32
38,116240.85,0.5241,0.5015,0,17,9709.8,20,11332.35,4,983.09,Self-employed,1,584.06
36,64619.75,0.2828,0.252,1,13,6230.99,162,12548.1,1,232.42,Self-employed,1,812.16
66,104428.05,0.2571,0.1664,0,13,20642.56,47,4624.89,3,598.24,Self-employed,1,770.44
37,34130.28,0.6655,0.4696,1,1,9398.18,164,12292.8,0,210.15,Full-time,1,644.62
24,91205.58,0.3781,0.2211,0,8,17089.65,135,3801.07,1,441.3,Part-time,1,793.8
38,46769.04,0.7519,0.2248,2,12,9840.21,116,7591.49,2,523.39,Full-time,1,614.9
46,31472.49,0.3019,0.2356,0,9,6964.18,160,4268.35,2,629.84,Self-employed,1,833.86
25,39900.21,0.4897,0.4273,1,2,5716.04,30,11895.32,5,1005.86,Unemployed,1,596.26
35,66336.07,0.3998,0.1961,0,9,19354.91,131,7575.63,2,277.11,Self-employed,1,790.2
28,45663.99,0.3401,0.1932,1,12,38853.47,32,41111.75,4,544.87,Full-time,1,701.34
44,78372.87,0.2646,0.1174,4,13,35759.79,179,16916.23,5,431.84,Part-time,1,790.44
54,29327.86,0.2359,0.3628,1,6,18350.25,56,4278.47,3,918.65,Full-time,1,710.2
66,25407.66,0.4809,0.2318,1,10,48890.16,64,28320.17,0,708.1,Part-time,1,676.11
39,122709.41,0.5541,0.2809,2,16,12394.97,131,11034.64,1,646.4,Full-time,1,672.71
61,99380.39,0.38,0.1807,3,17,31989.95,75,24819.14,3,83.76,Full-time,1,678.32
31,41266.92,0.4065,0.2216,1,6,12778.59,151,4346.62,2,1128.3,Full-time,1,773.48
57,66081.9,0.5045,0.1898,0,12,10849.43,73,21751.78,3,136.37,Full-time,1,712.03
47,104692.02,0.2539,0.3224,0,16,31784.56,118,74535.46,0,155.86,Full-time,1,791.56
56,79908.72,0.6497,0.287,1,2,24412.3,36,21441.61,2,283.0,Unemployed,1,588.34
56,70735.33,0.6111,0.1524,1,10,28020.49,152,7885.6,1,388.54,Full-time,1,730.24
46,108317.21,0.5512,0.5466,3,13,6361.64,7,34692.17,1,548.8,Self-employed,1,478.82
33,47628.16,0.1794,0.3745,2,4,37060.29,45,7300.35,1,546.81,Part-time,1,690.06
45,67106.1,0.3494,0.3698,1,6,28969.93,142,19687.19,2,381.47,Full-time,1,746.06
59,65641.81,0.3354,0.3352,2,15,13602.71,123,88155.98,1,613.96,Full-time,1,718.08
66,58527.8,0.1414,0.146,0,3,27121.4,34,7988.19,0,1435.42,Full-time,1,799.41
64,55524.94,0.1619,0.1812,3,6,38844.86,51,20190.31,0,908.73,Full-time,1,723.63
29,68376.93,0.2286,0.0817,1,15,10773.55,53,71868.27,1,284.46,Full-time,1,780.16
49,67203.69,0.3183,0.2319,3,11,10823.08,118,30170.17,0,302.29,Full-time,1,719.87
25,41283.06,0.2994,0.4228,1,11,14736.0,63,23972.82,1,220.46,Self-employed,1,681.98
52,94921.75,0.5657,0.5535,2,10,3808.57,8,2461.42,2,530.73,Part-time,1,498.58
67,42643.35,0.119,0.1514,0,7,22721.6,71,5767.1,0,183.48,Full-time,0,835.62
